eredu		problema fisiko bat teorikoki eta sinpleki aztertzeko eraikitzen den sistema	zerbait egiteko edo moldatzeko iturburutzat hartzen den edo hartzeko ematen dena; bere nolakotasun bikainengatik nork bere egitekoetan jarraitzen duena edo jarraitu beharko lukeena	none
eredu		problema fisiko bat teorikoki eta sinpleki aztertzeko eraikitzen den sistema	(Fis.) problema fisiko bat teorikoki eta sinpleki aztertzeko eraikitzen den sistema	exact
eredu		problema fisiko bat teorikoki eta sinpleki aztertzeko eraikitzen den sistema	(Teknol.) galdaketarako moldeak egiteko erabiltzen den forma	none
eredu		bere nolakotasunengatik multzo guztia ordezkatzen duen tipoa	zerbait egiteko edo moldatzeko iturburutzat hartzen den edo hartzeko ematen dena; bere nolakotasun bikainengatik nork bere egitekoetan jarraitzen duena edo jarraitu beharko lukeena	none
eredu		bere nolakotasunengatik multzo guztia ordezkatzen duen tipoa	(Fis.) problema fisiko bat teorikoki eta sinpleki aztertzeko eraikitzen den sistema	none
eredu		bere nolakotasunengatik multzo guztia ordezkatzen duen tipoa	(Teknol.) galdaketarako moldeak egiteko erabiltzen den forma	none
garapen		aldaketen segida	garatzea (ekintza eta ondorioa)	exact
garapen		aldaketen segida	(Ekon.) ekonomia-sistema baten eta bere funtzionamenduaren hobekuntza kualitatibo eta egonkorra (industrializazioa, errenta nazionalaren maila, inbertsioak eta abar)	none
garapen		aldaketen segida	(Kir.) bizikletan, pedal-plateraren eta atzeko gurpileko pinoiaren arteko biderketa-erlazioa; platerari bira oso bat emanez bizikletak egiten duen distantzia	none
garapen		zerbait edo norbait gero eta perfekzio- edo konplexutasun-maila handiagoa duten egoeren segida batetik igarotzea edo igoaraztea	garatzea (ekintza eta ondorioa)	none
garapen		zerbait edo norbait gero eta perfekzio- edo konplexutasun-maila handiagoa duten egoeren segida batetik igarotzea edo igoaraztea	(Ekon.) ekonomia-sistema baten eta bere funtzionamenduaren hobekuntza kualitatibo eta egonkorra (industrializazioa, errenta nazionalaren maila, inbertsioak eta abar)	related
garapen		zerbait edo norbait gero eta perfekzio- edo konplexutasun-maila handiagoa duten egoeren segida batetik igarotzea edo igoaraztea	(Kir.) bizikletan, pedal-plateraren eta atzeko gurpileko pinoiaren arteko biderketa-erlazioa; platerari bira oso bat emanez bizikletak egiten duen distantzia	none
garapen		izaki bizien garapenean mailaka eta norabide berean egiten diren aldaketen segida	garatzea (ekintza eta ondorioa)	narrower
garapen		izaki bizien garapenean mailaka eta norabide berean egiten diren aldaketen segida	(Ekon.) ekonomia-sistema baten eta bere funtzionamenduaren hobekuntza kualitatibo eta egonkorra (industrializazioa, errenta nazionalaren maila, inbertsioak eta abar)	none
garapen		izaki bizien garapenean mailaka eta norabide berean egiten diren aldaketen segida	(Kir.) bizikletan, pedal-plateraren eta atzeko gurpileko pinoiaren arteko biderketa-erlazioa; platerari bira oso bat emanez bizikletak egiten duen distantzia	none
garapen		izaki biziduna nahiz honi dagokion zerbait ezarian handituz joan	garatzea (ekintza eta ondorioa)	narrower
garapen		izaki biziduna nahiz honi dagokion zerbait ezarian handituz joan	(Ekon.) ekonomia-sistema baten eta bere funtzionamenduaren hobekuntza kualitatibo eta egonkorra (industrializazioa, errenta nazionalaren maila, inbertsioak eta abar)	none
garapen		izaki biziduna nahiz honi dagokion zerbait ezarian handituz joan	(Kir.) bizikletan, pedal-plateraren eta atzeko gurpileko pinoiaren arteko biderketa-erlazioa; platerari bira oso bat emanez bizikletak egiten duen distantzia	none
huts		lege, arau edo eginbide bat ez betetzea; horren ondorioa	lege, arau edo eginbide bat ez betetzea; horren ondorioa	exact
huts		lege, arau edo eginbide bat ez betetzea; horren ondorioa	lortu edo egin behar edo nahi dena ez lortzea edo egitea	none
huts		lege, arau edo eginbide bat ez betetzea; horren ondorioa	zerbaitek beharrezkoa duen zerbait ez izatea edo behar adina ez izatea	none
huts		lege, arau edo eginbide bat ez betetzea; horren ondorioa	zenbait puntuazio-lehiaketatan, hasierako puntuazioa edota punturik eza	none
huts		lege, arau edo eginbide bat ez betetzea; horren ondorioa	(Fis.) materiarik ez dagoen espazio-aldea	none
huts		lege, arau edo eginbide bat ez betetzea; horren ondorioa	bere barnean ezer ez duena; ohi duenaz, daukanaz edo dagokionez gabetua	none
huts		lege, arau edo eginbide bat ez betetzea; horren ondorioa	elementu arrotzik ez duena, adierazten denaz besterik edo bestelakorik ez duena	none
huts		lege, arau edo eginbide bat ez betetzea; horren ondorioa	materia gabezia; ezer ez dagoen bitartea, ezereza	none
huts		perfektua ez izatearen egoera	lege, arau edo eginbide bat ez betetzea; horren ondorioa	none
huts		perfektua ez izatearen egoera	lortu edo egin behar edo nahi dena ez lortzea edo egitea	none
huts		perfektua ez izatearen egoera	zerbaitek beharrezkoa duen zerbait ez izatea edo behar adina ez izatea	related
huts		perfektua ez izatearen egoera	zenbait puntuazio-lehiaketatan, hasierako puntuazioa edota punturik eza	none
huts		perfektua ez izatearen egoera	(Fis.) materiarik ez dagoen espazio-aldea	none
huts		perfektua ez izatearen egoera	bere barnean ezer ez duena; ohi duenaz, daukanaz edo dagokionez gabetua	none
huts		perfektua ez izatearen egoera	elementu arrotzik ez duena, adierazten denaz besterik edo bestelakorik ez duena	none
huts		perfektua ez izatearen egoera	materia gabezia; ezer ez dagoen bitartea, ezereza	none
huts		materia gabezia; ezer ez dagoen bitartea, ezereza	lege, arau edo eginbide bat ez betetzea; horren ondorioa	none
huts		materia gabezia; ezer ez dagoen bitartea, ezereza	lortu edo egin behar edo nahi dena ez lortzea edo egitea	none
huts		materia gabezia; ezer ez dagoen bitartea, ezereza	zerbaitek beharrezkoa duen zerbait ez izatea edo behar adina ez izatea	none
huts		materia gabezia; ezer ez dagoen bitartea, ezereza	zenbait puntuazio-lehiaketatan, hasierako puntuazioa edota punturik eza	none
huts		materia gabezia; ezer ez dagoen bitartea, ezereza	(Fis.) materiarik ez dagoen espazio-aldea	none
huts		materia gabezia; ezer ez dagoen bitartea, ezereza	bere barnean ezer ez duena; ohi duenaz, daukanaz edo dagokionez gabetua	none
huts		materia gabezia; ezer ez dagoen bitartea, ezereza	elementu arrotzik ez duena, adierazten denaz besterik edo bestelakorik ez duena	none
huts		materia gabezia; ezer ez dagoen bitartea, ezereza	materia gabezia; ezer ez dagoen bitartea, ezereza	exact
huts		hutsegitea edo gabezia	lege, arau edo eginbide bat ez betetzea; horren ondorioa	none
huts		hutsegitea edo gabezia	lortu edo egin behar edo nahi dena ez lortzea edo egitea	exact
huts		hutsegitea edo gabezia	zerbaitek beharrezkoa duen zerbait ez izatea edo behar adina ez izatea	none
huts		hutsegitea edo gabezia	zenbait puntuazio-lehiaketatan, hasierako puntuazioa edota punturik eza	none
huts		hutsegitea edo gabezia	(Fis.) materiarik ez dagoen espazio-aldea	none
huts		hutsegitea edo gabezia	bere barnean ezer ez duena; ohi duenaz, daukanaz edo dagokionez gabetua	none
huts		hutsegitea edo gabezia	elementu arrotzik ez duena, adierazten denaz besterik edo bestelakorik ez duena	none
huts		hutsegitea edo gabezia	materia gabezia; ezer ez dagoen bitartea, ezereza	none
huts		judizio okerrari edo ezjakintasunari edo atentzio faltari dagokion ekintza okerra	lege, arau edo eginbide bat ez betetzea; horren ondorioa	none
huts		judizio okerrari edo ezjakintasunari edo atentzio faltari dagokion ekintza okerra	lortu edo egin behar edo nahi dena ez lortzea edo egitea	related
huts		judizio okerrari edo ezjakintasunari edo atentzio faltari dagokion ekintza okerra	zerbaitek beharrezkoa duen zerbait ez izatea edo behar adina ez izatea	none
huts		judizio okerrari edo ezjakintasunari edo atentzio faltari dagokion ekintza okerra	zenbait puntuazio-lehiaketatan, hasierako puntuazioa edota punturik eza	none
huts		judizio okerrari edo ezjakintasunari edo atentzio faltari dagokion ekintza okerra	(Fis.) materiarik ez dagoen espazio-aldea	none
huts		judizio okerrari edo ezjakintasunari edo atentzio faltari dagokion ekintza okerra	bere barnean ezer ez duena; ohi duenaz, daukanaz edo dagokionez gabetua	none
huts		judizio okerrari edo ezjakintasunari edo atentzio faltari dagokion ekintza okerra	elementu arrotzik ez duena, adierazten denaz besterik edo bestelakorik ez duena	none
huts		judizio okerrari edo ezjakintasunari edo atentzio faltari dagokion ekintza okerra	materia gabezia; ezer ez dagoen bitartea, ezereza	none
huts		ezerezaren adierazgarri den zenbakia	lege, arau edo eginbide bat ez betetzea; horren ondorioa	none
huts		ezerezaren adierazgarri den zenbakia	lortu edo egin behar edo nahi dena ez lortzea edo egitea	none
huts		ezerezaren adierazgarri den zenbakia	zerbaitek beharrezkoa duen zerbait ez izatea edo behar adina ez izatea	none
huts		ezerezaren adierazgarri den zenbakia	zenbait puntuazio-lehiaketatan, hasierako puntuazioa edota punturik eza	none
huts		ezerezaren adierazgarri den zenbakia	(Fis.) materiarik ez dagoen espazio-aldea	none
huts		ezerezaren adierazgarri den zenbakia	bere barnean ezer ez duena; ohi duenaz, daukanaz edo dagokionez gabetua	none
huts		ezerezaren adierazgarri den zenbakia	elementu arrotzik ez duena, adierazten denaz besterik edo bestelakorik ez duena	none
huts		ezerezaren adierazgarri den zenbakia	materia gabezia; ezer ez dagoen bitartea, ezereza	none
huts		baieztapen baten zati ez zuzena	lege, arau edo eginbide bat ez betetzea; horren ondorioa	none
huts		baieztapen baten zati ez zuzena	lortu edo egin behar edo nahi dena ez lortzea edo egitea	none
huts		baieztapen baten zati ez zuzena	zerbaitek beharrezkoa duen zerbait ez izatea edo behar adina ez izatea	none
huts		baieztapen baten zati ez zuzena	zenbait puntuazio-lehiaketatan, hasierako puntuazioa edota punturik eza	none
huts		baieztapen baten zati ez zuzena	(Fis.) materiarik ez dagoen espazio-aldea	none
huts		baieztapen baten zati ez zuzena	bere barnean ezer ez duena; ohi duenaz, daukanaz edo dagokionez gabetua	none
huts		baieztapen baten zati ez zuzena	elementu arrotzik ez duena, adierazten denaz besterik edo bestelakorik ez duena	none
huts		baieztapen baten zati ez zuzena	materia gabezia; ezer ez dagoen bitartea, ezereza	none
huts		kafea denaz besterik edo bestelakorik ez duena	lege, arau edo eginbide bat ez betetzea; horren ondorioa	none
huts		kafea denaz besterik edo bestelakorik ez duena	lortu edo egin behar edo nahi dena ez lortzea edo egitea	none
huts		kafea denaz besterik edo bestelakorik ez duena	zerbaitek beharrezkoa duen zerbait ez izatea edo behar adina ez izatea	none
huts		kafea denaz besterik edo bestelakorik ez duena	zenbait puntuazio-lehiaketatan, hasierako puntuazioa edota punturik eza	none
huts		kafea denaz besterik edo bestelakorik ez duena	(Fis.) materiarik ez dagoen espazio-aldea	none
huts		kafea denaz besterik edo bestelakorik ez duena	bere barnean ezer ez duena; ohi duenaz, daukanaz edo dagokionez gabetua	none
huts		kafea denaz besterik edo bestelakorik ez duena	elementu arrotzik ez duena, adierazten denaz besterik edo bestelakorik ez duena	narrower
huts		kafea denaz besterik edo bestelakorik ez duena	materia gabezia; ezer ez dagoen bitartea, ezereza	none
joko		irabazteko itxaropenarekin egiten den apostua, jokatzeko ekintza (sari bat irabazteko aukera ematen duen ordainketa barne)	atsegin hartzeko, eta askotan dirua bitarte dela, egiten den jarduera arautua, lehiaketa-sistemaren edo zoriaren ondorioz irabazlea eta galtzailea sortzen dituena	related
joko		irabazteko itxaropenarekin egiten den apostua, jokatzeko ekintza (sari bat irabazteko aukera ematen duen ordainketa barne)	atseginezko jarduera	none
joko		irabazteko itxaropenarekin egiten den apostua, jokatzeko ekintza (sari bat irabazteko aukera ematen duen ordainketa barne)	kartetan, jokalari bakoitzari banatzen zaizkion karten multzoa	none
joko		irabazteko itxaropenarekin egiten den apostua, jokatzeko ekintza (sari bat irabazteko aukera ematen duen ordainketa barne)	musean, lau karten artean hogeita hamar baino gehiago izatea; lau apustu-aukeratako azkena, hogeita hamarretik gorako puntu-mailaketa berezi baten arabera erabakitzen dena	none
joko		irabazteko itxaropenarekin egiten den apostua, jokatzeko ekintza (sari bat irabazteko aukera ematen duen ordainketa barne)	zerbaitetarako elkarrekin erabili ohi diren objektuen multzoa	none
joko		irabazteko itxaropenarekin egiten den apostua, jokatzeko ekintza (sari bat irabazteko aukera ematen duen ordainketa barne)	zenbait kirol-diziplina biltzen dituen lehiaketa-multzoa	none
joko		irabazteko itxaropenarekin egiten den apostua, jokatzeko ekintza (sari bat irabazteko aukera ematen duen ordainketa barne)	(Kir.) pilota-joko batzuetako partida banatzen den zati bakoitza	none
joko		irabazteko itxaropenarekin egiten den apostua, jokatzeko ekintza (sari bat irabazteko aukera ematen duen ordainketa barne)	(Kir.) tenisean, seta banatzen den unitatea	none
joko		irabazle bat aukeratzeko lehiaketa arautua	atsegin hartzeko, eta askotan dirua bitarte dela, egiten den jarduera arautua, lehiaketa-sistemaren edo zoriaren ondorioz irabazlea eta galtzailea sortzen dituena	broader
joko		irabazle bat aukeratzeko lehiaketa arautua	atseginezko jarduera	none
joko		irabazle bat aukeratzeko lehiaketa arautua	kartetan, jokalari bakoitzari banatzen zaizkion karten multzoa	none
joko		irabazle bat aukeratzeko lehiaketa arautua	musean, lau karten artean hogeita hamar baino gehiago izatea; lau apustu-aukeratako azkena, hogeita hamarretik gorako puntu-mailaketa berezi baten arabera erabakitzen dena	none
joko		irabazle bat aukeratzeko lehiaketa arautua	zerbaitetarako elkarrekin erabili ohi diren objektuen multzoa	none
joko		irabazle bat aukeratzeko lehiaketa arautua	zenbait kirol-diziplina biltzen dituen lehiaketa-multzoa	none
joko		irabazle bat aukeratzeko lehiaketa arautua	(Kir.) pilota-joko batzuetako partida banatzen den zati bakoitza	none
joko		irabazle bat aukeratzeko lehiaketa arautua	(Kir.) tenisean, seta banatzen den unitatea	none
joko		izen, izenordain eta adjektiboen inflexio bat	atsegin hartzeko, eta askotan dirua bitarte dela, egiten den jarduera arautua, lehiaketa-sistemaren edo zoriaren ondorioz irabazlea eta galtzailea sortzen dituena	none
joko		izen, izenordain eta adjektiboen inflexio bat	atseginezko jarduera	none
joko		izen, izenordain eta adjektiboen inflexio bat	kartetan, jokalari bakoitzari banatzen zaizkion karten multzoa	none
joko		izen, izenordain eta adjektiboen inflexio bat	musean, lau karten artean hogeita hamar baino gehiago izatea; lau apustu-aukeratako azkena, hogeita hamarretik gorako puntu-mailaketa berezi baten arabera erabakitzen dena	none
joko		izen, izenordain eta adjektiboen inflexio bat	zerbaitetarako elkarrekin erabili ohi diren objektuen multzoa	none
joko		izen, izenordain eta adjektiboen inflexio bat	zenbait kirol-diziplina biltzen dituen lehiaketa-multzoa	none
joko		izen, izenordain eta adjektiboen inflexio bat	(Kir.) pilota-joko batzuetako partida banatzen den zati bakoitza	none
joko		izen, izenordain eta adjektiboen inflexio bat	(Kir.) tenisean, seta banatzen den unitatea	none
joko		kirol askotako eta nazioarteko ekitaldi handia, lau urtean behin antolatzen dituztenak bai uda partean bai eta neguan ere	atsegin hartzeko, eta askotan dirua bitarte dela, egiten den jarduera arautua, lehiaketa-sistemaren edo zoriaren ondorioz irabazlea eta galtzailea sortzen dituena	none
joko		kirol askotako eta nazioarteko ekitaldi handia, lau urtean behin antolatzen dituztenak bai uda partean bai eta neguan ere	atseginezko jarduera	none
joko		kirol askotako eta nazioarteko ekitaldi handia, lau urtean behin antolatzen dituztenak bai uda partean bai eta neguan ere	kartetan, jokalari bakoitzari banatzen zaizkion karten multzoa	none
joko		kirol askotako eta nazioarteko ekitaldi handia, lau urtean behin antolatzen dituztenak bai uda partean bai eta neguan ere	musean, lau karten artean hogeita hamar baino gehiago izatea; lau apustu-aukeratako azkena, hogeita hamarretik gorako puntu-mailaketa berezi baten arabera erabakitzen dena	none
joko		kirol askotako eta nazioarteko ekitaldi handia, lau urtean behin antolatzen dituztenak bai uda partean bai eta neguan ere	zerbaitetarako elkarrekin erabili ohi diren objektuen multzoa	none
joko		kirol askotako eta nazioarteko ekitaldi handia, lau urtean behin antolatzen dituztenak bai uda partean bai eta neguan ere	zenbait kirol-diziplina biltzen dituen lehiaketa-multzoa	related
joko		kirol askotako eta nazioarteko ekitaldi handia, lau urtean behin antolatzen dituztenak bai uda partean bai eta neguan ere	(Kir.) pilota-joko batzuetako partida banatzen den zati bakoitza	none
joko		kirol askotako eta nazioarteko ekitaldi handia, lau urtean behin antolatzen dituztenak bai uda partean bai eta neguan ere	(Kir.) tenisean, seta banatzen den unitatea	none
joko		objektu batzuekin batera lan egiteko konbinaketa	atsegin hartzeko, eta askotan dirua bitarte dela, egiten den jarduera arautua, lehiaketa-sistemaren edo zoriaren ondorioz irabazlea eta galtzailea sortzen dituena	none
joko		objektu batzuekin batera lan egiteko konbinaketa	atseginezko jarduera	none
joko		objektu batzuekin batera lan egiteko konbinaketa	kartetan, jokalari bakoitzari banatzen zaizkion karten multzoa	none
joko		objektu batzuekin batera lan egiteko konbinaketa	musean, lau karten artean hogeita hamar baino gehiago izatea; lau apustu-aukeratako azkena, hogeita hamarretik gorako puntu-mailaketa berezi baten arabera erabakitzen dena	none
joko		objektu batzuekin batera lan egiteko konbinaketa	zerbaitetarako elkarrekin erabili ohi diren objektuen multzoa	exact
joko		objektu batzuekin batera lan egiteko konbinaketa	zenbait kirol-diziplina biltzen dituen lehiaketa-multzoa	none
joko		objektu batzuekin batera lan egiteko konbinaketa	(Kir.) pilota-joko batzuetako partida banatzen den zati bakoitza	none
joko		objektu batzuekin batera lan egiteko konbinaketa	(Kir.) tenisean, seta banatzen den unitatea	none
